Status Info,,,,,,,,,Reference Info,,,,,Pair Info,,,,X INFO,,,,,,,,,,,,,,Y INFO,,,,,,,,,,,,,,Type Info,,,,
Status,RV,UV,Stage,X,Y,T,Confidence,,Book,Ch,Entry,PV,,P.X,P.T,P.Y,,X.status,X.con,X.type,X.key,X.keys,X.int,X.ref,X.group,X.root,X.context,X.mode,X.gen,X.notes,,Y.status,Y.con,Y.type,Y.key,Y.keys,Y.int,Y.ref,Y.group,Y.root,Y.context,Y.mode,Y.gen,Y.notes,,T.type,T.polarity,T.mode,T.tag,T.notes
r,1.0.0,,fs,fs,fs,,10,,pro,21,26,26,,righteousness,,generosity,,fs,10,,righteousness,,,,righteousness,,,,,,,fs,10,,generosity,,,,generosity,,,,,,,,,,,inv?
p,,,go,vd,go,,8,,pro,21,29,29,,integrity ,,prudence,,vd,8,,upright,,integrity ,H3477,righteousness,,,,,Contract mapping,,go,8,,,,prudence,,,,,,,"any separation &/ focus on direction, go int",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,22,,3,,,,,,,,,prudence,,,,,,,,,,,,,,forsee danger (int as guidance/wisdom/protection?,,,,,,,,,,,,,,,"could be incorrectly int, maybe just mean that a prudent man hides/runs from evil, not in the ""blessed with awareness"" way, but just saying what a prudent man does/would do)"
,,,,,,,,,pro,22,,4,,,,,,,,,humility,,,,,humility,,,,,,,,,riches,,,,,riches,,,,,,,,,,
,,,,,,,,,pro,22,,4,,,,,,,,,humility,,,,,humility,,,,,,,,,honor,,,,,honour,,,,,,,,,,
,,,,,,,,,pro,22,,4,,,,,,,,,humility,,,,,humility,,,,,,,,,life,,,,,life,,,,,,,,,,
,,,,,,,,,pro,22,,4,,,,,,,,,fear of the LORD,,,,,fear of the LORD ,,,,,,,,,riches,,,,,riches,,,,,,,,,,
,,,,,,,,,pro,22,,4,,,,,,,,,fear of the LORD,,,,,fear of the LORD ,,,,,,,,,honor,,,,,honour,,,,,,,,,,
,,,,,,,,,pro,22,,4,,,,,,,,,fear of the LORD,,,,,fear of the LORD ,,,,,,,,,life,,,,,life,,,,,,,,,,
,,,,,,,,,pro,22,,5,,,,,,,,,one who guards himself (int prudence?),,,,,,,,,,,,,,"no thorns and snares (int less troubles and danger/sin, need better word(s)",,,,,,,,,,,,,,,"same as 3, logic might actually instead be ""if you were prudent you wouldn't go near it/be in this situation"""
,,,,,,,,,pro,22,,6,,,,,,,,,instruction (of children),,,,,,,,,,,,,,wise children/wisdom (needs int),,,,,,,,,,,,,,,
,,,,,,,,,pro,22,,9,,,,,,,,,generosity,,,,,hath a bountiful eye,,,,,,,,,blessing,prosperity; wealth,,,,blessed,,,,,,,,,,
,,,,,,,,,pro,22,,10,,,,,,,,,remove scoffer (int?),,,,,,,,,,,,,,remove contention/strife/reproach (int peace),,,,,,,,,,,,,,,
,,,,,,,,,pro,22,,11,,,,,,,,,love purity (of heart) & grace (speech),,,,,,,,,,,,,,friend (of king)/ int opportunity/else? ,,,,,,,,,,,,,,,
,,,,,,,,,pro,22,,12,,,,,,,,,knowledge,,,,,,,,,,,,,,preservation (int already?),,,,,,,,,,,,,,,
,,,,,,,,,pro,22,,15,,,,,,,,,discipline/correction,,,,,,,,,,,,,,wisdom/remove foolishness,,,,,,,,,,,,,,,
,,,,,,,,,pro,22,,17-19,,,,,,,,,"listen to/hear wisdom (or just wisdom) & apply mind to knowledge/teaching, & 19 teach these ",,,,,,,,,,,,,,pleasant & available knowledge and wisdom & trust in the LORD,,,,,,,,,,,,,,,
,,,,,,,,,pro,22,,20-21 (17-21?),,,,,,,,,"counsel & knowledge (give to, implied son)",,,,,,,,,,,,,,teach knowledge/understanding/certainty/wisdom,,,,,,,,,,,,,,,
,,,,,,,,,pro,22,,22-23?,,,,,,,,,poverty/oppression,,,,,,,,,,,,,,defense/protection,,,,,,,,,,,,,,,"kinda different idea, maybe separate category in future? "
,,,,,,,,,pro,22,,29?,,,,,,,,,skilled man/diligence (diligent or int from hard work?),,,,,,,,,,,,,,opportunity?,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,23,,5-11,,,,,,,,,things not to do,,,,,,,,,,,,,,things avoided ,,,,,,,,,,,,,,,future stuff 
,,,,,,,,,pro,23:13-14,,14,,,,,,,,,correction,correction; discipline; punishment,,,,beat him with the rod,,,,,,,,,salvation,salvation; deliverance,,,,deliver his soul from hell ,,,,,,,,,,"x discipline better? but KJV correction | salvation best interpretation?, deliverance also used elsewhere"
,,,,,,,,,pro,23:15,,15,,,,,,,,,wisdom,,,,,heart is wise,,,,,,,,,joy of father ,joy of father ; gladness of father; pleasing of father,,,,rejoice,,,,,,,,,,God's joy/rejoicing/gladness will group later
,,,,,,,,,pro,23:16,,16,,,,,,,,,righteousness,,,,,lips speak right things,,,,,,,,,joy of father ,joy of father; pleasing of father,,,,rejoice,,,,,,,,,,righteousness/right speech | God's joy/rejoicing will group later
,,,,,,,,,pro,23,,17-18,,,,,,,,,"don't envy (int gratitude, content?) & fear of the LORD",,,,,,,,,,,,,,(future? &) hope fulfilled,,,,,,,,,,,,,,,
,,,,,,,,,pro,23,,19,,,,,,,,,listening ,,,,,,,,,,,,,,wisdom,,,,,,,,,,,,,,,
,,,,,,,,,pro,23:24,,24,,,,,,,,,righteousness,,,,,righteous,,,,,,,,,joy of father ,joy of father; pleasing of father,,,,rejoice,,,,,,,,,,
,,,,,,,,,pro,23:24,,24,,,,,,,,,wisdom,,,,,wise,,,,,,,,,joy of father ,joy of father ; gladness of father; pleasing of father,,,,joy,,,,,,,,,,
,,,,,,,,,pro,23,,19-35,,,,,,,,,do/don't do,,,,,,,,,,,,,,to avoid,,,,,,,,,,,,,,,future
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,24:3-4,,3,,,,,,,,,wisdom,,,,,wisdom,,,,,,,,,house built,int success/blessing (family?),,,,house builded,,,,,,,,,,"need to int y, group once rest are done"
,,,,,,,,,pro,24:3-4,,3,,,,,,,,,understanding,,,,,understanding,,,,,,,,,house established,int success/blessing (family?),,,,it is established,,,,,,,,,,"need to int y, group once rest are done"
,,,,,,,,,pro,24:3-4,,4,,,,,,,,,knowledge,,,,,knowledge,,,,,,,,,house blessed,int success/blessing (family?),,,,chambers be filled with all precious and pleasant riches,,,,,,,,,,"need to int y, group once rest are done"
,,,,,,,,,pro,24:5,,5,,,,,,,,,wisdom,,,,,wise,,,,,,,,,strength,,,,,strong,,,,,,,,,,
,,,,,,,,,pro,24:5,,5,,,,,,,,,knowledge,,,,,knowledge,,,,,,,,,strength,,,,,increaseth strength,,,,,,,,,,maybe different word for increasing strength? 
,,,,,,,,,pro,24:6,,6,,,,,,,,,wisdom,,,,,wise counsel,,,,,,,,,success/victory (interpreted),,,,,make thy war,,,,,,,,,,(& counsel separate?)
,,,,,,,,,pro,24:6,,6,,,,,,,,,counsel,guidance,,,,in multitude of counsellors,,,,,,,,,safety,victory,,,,safety,,,,,,,,,,"y.keys nasb and most victory, other ideas or similar used elsewhere, and could depend on final grouping: success; protection; salvation"
,,,,,,,,,pro,24:13-14,,13,,,,,,,,,eat honey & honeycomb (lol),,,,,eat thou honey | and the honeycomb,,,,,,,,,goodness,int? ,,,,good | sweet to thy taste,,,,,,,,,,kinda funny to include
,,,,,,,,,pro,24:13-14,,14,,,,,,,,,wisdom,,,,,knowledge of wisdom,,,,,,,,,goodness/enjoyment? (of soul),,,,,above (about honey) | unto thy soul,,,,,,,,,,x.keys include knowledge? 
,,,,,,,,,pro,24:13-14,,14,,,,,,,,,wisdom,,,,,wisdom | find it,,,,,,,,,reward,future; life; salvation; ,,,,reward,,,,,,,,,,
,,,,,,,,,pro,24:13-14,,14,,,,,,,,,wisdom,,,,,wisdom | find it,,,,,,,,,hopes (expectations),,,,,expectation shall not be cut off,,,,,,,,,,
,,,,,,,,,pro,24:15-16,,16,,,,,,,,,righteousness,just;,,,,just,,,,,,,,,perseverance,persistence; motivation?; provision/strength?,,,,"falleth seven times, and riseth up again",,,,,,,,,,
,,,,,,,,,pro,24:19-20,,19-20,,,,,,,,,faith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,24:21-22,,21-22,,,,,,,,,fear of the LORD (and the king?),reverence? ,,,,fear thou the LORD and the king,,,,,,,,,safety (int from avoiding calamity),,,,,,,,,,,,,,,
,,,,,,,,,pro,24:21-22,,21-22,,,,,,,,,don't associate with fools (all same as above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,24:24-25,,25,,,,,,,,,rebuke wicked,,,,,wicked | rebuke him,,,,,,,,,delight,,,,,delight,,,,,,,,,,
,,,,,,,,,pro,24:24-25,,25,,,,,,,,,rebuke wicked,,,,,wicked | rebuke him,,,,,,,,,blessing,,,,,good blessing shall come upon them,,,,,,,,,,
,,,,,,,,,pro,24:30-32,,32,,,,,,,,,consideration,reflection,,,,considered it well,,,,,,,,,instruction,,,,,received instruction ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP,,,,,,,,,pro,25,,2,,,,,,,,,Kingship (int ?) &/ search (pursuit),,,,,,,,,,,,,,honor/glory (int understanding knowledge?),,,,,,,,,,,,,,,
IP,,,,,,,,,,,,3,,,,,,,,,Kingship (int ?),,,,,,,,,,,,,,heart/desire is unsearchable? or just weird deep Proverbial meaning,,,,,,,,,,,,,,,
p,,,,,,,,,,,,4,,,,,,,,,purity,,,,,,,,,,,,,,usability/purpose,,,,,,,,,,,,,,,
p,,,,,,,,,,,,5,,,,,,,,,"purity (of people, of kingdom",,,,,,,,,,,,,,establishment (of throne),,,,,,,,,,,,,,,
f,,,,,,,,,,,,"6,7",,,,,,,,,! honor self (humility) & honor self (! humility),,,,,,,,,,,,,,better; honor & humility,,,,,,,,,,,,,,,
,,,,,,,,,,,,8,,,,,,,,,(haste & striving/contend/argue defense) & (! all),,,,,,,,,,,,,,shame/humility (& ! shame/humility),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,argue case with neighbor (vs in court?),,,,,,,,,,,,,,better,,,,,,,,,,,,,,,
,,,,,,,,,,,,9-10,,,,,,,,,gossip/! trustworthiness/! loyalty (& ! all),,,,,,,,,,,,,,shame/reproach & bad reputation (& ! all),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11,,,,,,,,,advice guidance council,,,,,,,,,,,,,,value good,,,,,,,,,,,,,,,
,,,,,,,,,,,,12,,,,,,,,,listening receiving correction instruction,,,,,,,,,,,,,,value good guidance,,,,,,,,,,,,,,,
,,,,,,,,,,,,13,,,,,,,,,trustworthiness reliability,,,,,,,,,,,,,,refreshment revive spirit,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,,,,,,,,,Patience,,,,,,,,,,,,,,persuasion success protection victory,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,,,,,,,,,soft speech,,,,,,,,,,,,,,brake bones,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-22,,,,,,,,,generosity of enemies,,,,,,,,,,,,,,shame enemies,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-22,,,,,,,,,generosity of enemies,,,,,,,,,,,,,,reward,,,,,,,,,,,,,,,
,,,,,,,,,,,,25,,,,,,,,,Good news like 13,,,,,,,,,,,,,,refreshment,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP,,,,,,,,,pro,26,1,1,,,,,,,,,! fool & fool,,,,,,,,,,,,,,honor & ! honor,,,,,,,,,,,,,,,
p,,,,,,,,,pro,26,3,3,,,,,,,,,rod (punishment/discipline/etc),,,,,,,on back of fools,,,,,,,guidance/control/instruction/correction,,,,,,,,,,,,,,,foolishness -> rod in future
f,,,,,,,,,pro,26,4,4,,,,,,,,,answer foolishness (& ! answer foolishness),,,,,,,,,,,,,,foolishness (& ! foolishness),,,,,,,,,,,,,,,
p,,,,,,,,,pro,26,5,5,,,,,,,,,answer foolishness (inv implied?),,,,,,,,,,,,,,humility/ awareness/truth/ ! false wisdom/! pride,,,,,,,,,,,,,,,
f,,,,,,,,,pro,26,8,8,,,,,,,,,honor (fool),,,,,,,,,,,,,,harm ,,,,,,,,,,,,,,,
p,,,,,,,,,pro,26,20-22,20,,,,,,,,,! gossip & gossip,,,,,,,,,,,,,,! strife/contention/etc (peace) & strife/contention/etc (! peace),,,,,,,,,,,,,,,
f,,,,,,,,,pro,26,20-22,21,,,,,,,,,contention,,,,,,,,,,,,,,strife (/ contention?),,,,,,,,,,,,,,,
f,,,,,,,,,pro,26,20-22,22,,,,,,,,,gossip,,,,,,,,,,,,,,deep wounds,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,5,,,,,,,,,correction,,,,,,,,,,,,,,better,,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,6,,,,,,,,,correction,,,,,,,,,,,,,,better? ,,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,7?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,9,,,,,,,,,ointment and perfume?,,,,,,,,,,,,,,joy/gladness,,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,9,,,,,,,,,friends counsel,,,,,,,,,,,,,,provision,,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,10,,,,,,,,,close companionship ,,,,,,,,,,,,,,better,,,,,,,,,,,,,,,
,,,,,,,,,pro,27:11:00,,11,,,,,,,,,wisdom,,,,,wise,,,,,,,,,joy/gladness of father,,,,,make my heart glad,,,,,,,,,,check above for Father's joy
,,,,,,,,,pro,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,12,,,,,,,,,prudence,,,,,,,,,,,,,,"safety/protection (int, maybe something better)/ foresee danger/precaution?",,,,,,,,,,,,,,,like 24:21-22
,,,,,,,,,pro,27:,,17,,,,,,,,,counsel? ,,,,,,,,,,,,,,countenance? ,,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,18,,,,,,,,,hard work/stewardship,,,,,,,,,,,,,,provision,,,,,,,,,,,,,,,"could just be used for analogy, not actually ->"
,,,,,,,,,pro,27:,,18,,,,,,,,,integrity/stewardship,,,,,,,,,,,,,,honor,,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,21,,,,,,,,,praise,,,,,,,,,,,,,,testing? ,,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,25,,,,,,,,,death,,,,,,,,,,,,,,growth/new change & provision (gathered),,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,"23,26",,,,,,,,,stewardship/knowledge? ,,,,,,,,,,,,,,provision (clothing),,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,"23,26",,,,,,,,,stewardship/knowledge? ,,,,,,,,,,,,,,provision (money/wealth),,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,"23,27",,,,,,,,,stewardship/knowledge? ,,,,,,,,,,,,,,provision (food),,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,"23,26",,,,,,,,,stewardship/prudence? ,,,,,,,,,,,,,,provision (clothing),,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,"23,26",,,,,,,,,stewardship/prudence? ,,,,,,,,,,,,,,provision (money/wealth),,,,,,,,,,,,,,,
,,,,,,,,,pro,27:,,"23,27",,,,,,,,,stewardship/prudence? ,,,,,,,,,,,,,,provision (food),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,1.0.0,,,,,,,,pro,29,2,2,,,,,,,,,righteousness,,,,righteousness,righteous,,increase/presence of,,,,,,,joy,joy,,,joy,rejoice,,of people,,,,,,"when x, y",,
P,1.0.0,,,,,,,,pro,29,3,3,,,,,,,,,wisdom,,,,wisdom,wisdom,,love of,,,,,,,joy,"joy, gladness",,joy,joy,rejoiceth,,of father,,CG: joy/joy of father,,,,"has x, makes y",,
P,1.0.0,,,,,,,,pro,29,4,4,,,,,,,,,justice,"justice, judgement",,judgment,justice,judgment,,by king,king,CG,,,,,establishment,"establishment,stability",,establishment,provision,establisheth the land,,of the land?,,CG,,,,,,
P,1.0.0,,,,,,,,pro,29,6,6,,,,,,,,,righteousness,,,,righteousness,righteous,,property of,,,,,,,joy,"joy,singing,cheer,praise",,singing,joy,sing,,,,CG: singing/cheer/praise/joy,,,,,,
R,1.0.0,,,,,,,,pro,29,6,6,,,,,,,,,righteousness,,,,righteousness,righteous,,property of,,,,,,,joy,joy,,,joy,rejoice,,,,"DK,CG",,,,,,
P,1.0.0,,,,,,,,pro,29,7,7,,,,,,,,,righteousness,,,,righteousness,righteous,,property of,,,,,,,compassion,"compassion,empathy,consideration,concern,knowledge,understanding",,consideration,compassion,considereth the cause of the poor,,of rights of poor,,CG,,causative or correlative?,,,,
P,1.0.0,,,,,,,,pro,29,8,8,,,,,,,,,wisdom,,,,wisdom,wise,,property of,,,,,,,peace,peace,,,peace,turn away wrath,,by turning away wrath/anger,,CG/AC,,causative or correlative,,,,
P,1.0.0,,,,,,,,pro,29,10,10,,,,,,,,,uprightness,"uprightness, just",,just (justice?),righteousness,just,,property of,,"DK,CK: upright/just, CG",,,,,compassion,"compassion,empathy,consideration,concern,love,mercy",,"seek (his soul), concern (NASB)",compassion,seek his soul,,,,"CK (GPT compassion ok), DK, CG",,causative or correlative,,,,
P,1.0.0,,,,,,,,pro,29,11,11,,,,,,,,,wisdom,,,,wisdom,wise,,property of,,,,,,,self control,"restraint, self-control, composure, discipline,patience",,keep mind,self control,all his mind | keepeth it in till afterwards,,,,"CK, CG",,,,,,
P,1.0.0,,,,,,,,pro,29,14,14,,,,,,,,,justice,"justice, judgement",,judgment,justice,faithfully judgeth the poor,,"faithfully/with truth, by king","king, poor",CG,,,,,establishment,"establishment (,sustenance/protection/success?)",,establishment,provision,be established for ever,,"of throne, forever",,"DK: established /sustained, CG",,,,,,
P,1.0.0,,,,,,,,pro,29,15,15,,,,,,,,,punishment,"punishment,discipline,correction",,the rod,guidance,rod,,,,CG,,,,,wisdom,wisdom,,,wisdom,wisdom,,give,,,,,,,,
P,1.0.0,,,,,,,,pro,29,15,15,,,,,,,,,correction,"correction,reproof, rebuke,discipline",,reproof,guidance,reproof,,of son,"son,",CG,,,,,wisdom,wisdom,,,wisdom,wisdom,,give,,,,,,,,
F,,,,,,,,,pro,29,16,16,,,,,,,,,righteousness,,,,righteousness,righteous,,property of,,,,,,,??,receive justice or life/protection to see justice?,,see (justice),justice,see their fall,,,,"IM: need to int really far, tbd",,,,,,
P,1.0.0,,,,,,,,pro,29,17,17,,,,,,,,,correction,"correction,reproof, rebuke,discipline",,correction,guidance,correct,,of son,"son,",,,,,,,"rest,comfort,peace",,rest,peace,rest,,given by,son ,,,,,,,
P,1.0.0,,,,,,,,pro,29,17,17,,,,,,,,,correction,"correction,reproof, rebuke,discipline",,correction,guidance,correct,,of son,"son,",,,,,,,"delight,refreshment,etc",,,refreshment,,,,,,,,,,,
P,1.0.0,,,,,,,,pro,29,18,18,,,,,,,,,obedience,"obedience, upright, just,integrety,righteous","obedience, upright, just,integrety,righteous",keep the law,righteousness,keepeth the law,,,,,,,,,happiness,"happiness, blessing, joy",,happiness,joy,happy,,to be,subject,AC,,correlation,,,,
F,,,,,,,,,pro,29,19,19,,,,,,,,,?? ,?? ,int punishment/discipline,,guidance,will not be corrected by words,,"not by words, so by rod",servant,"IM, AR",,,,,?? ,"instruction/correction, obedience/","instruction, from punishment/correction X; ""no response"" potentially indicates the result of production, hard work, respect, obedience",correction,guidance,corrected,,"not by words, by x",,"AR, DK, CK",,,,,,very much interpreted
F,,,,,,,,,pro,29,21,21,,,,,,,,,?? ,?? ,"pampering, (delicate) instruction; lack of discipline, lack of correction",?? ,guidance,delicately bringeth up,,delicately,servant/slave,"IM, AR",,,,,?? ,"son, provision/blessing/establishment; dependent/loss of wealth","son; misinterpreting? NLT and logic feels like it should be bad, like a dependent needing provision or to take inheritance?",son,?? ,become his son at the length,,(provision) of family,,IM/AR,,,positive or negative,,,"either positive and y = son/provision(family), or negative and y = lose wealth? "
P,1.0.0,,,,,,,,pro,29,23,23,,,,,,,,,humility,,,humility,righteousness,humble in spirit,,in spirit,,,,,,,honor,,,,honor,honour shall uphold,,uphold,,,,,,,,
P,1.0.0,,,,,,,,pro,29,25-26?,25,,,,,,,,,trust,"trust, faith",,trust,faith,putteth his trust in the LORD,,,God,,,,,,safety,"safety,protection,exhaltation",,safety,salvation,safe,,,,,,,,,,
IP,,,,,,,,,pro,29,25-26?,26,,,,,,,,,?? ,"seek the LORD, pursuit","seek (the LORD), pursuit, confide? (or broadly trust/faith/etc)",seek the favor,faith/pursuit,seek the ruler's favour | cometh from the LORD,,seek the favor,God ,CG: need to determine once group for seeking is determined; AR/AC for interpretation,,,,,justice,"justice,judgment",,judgment,justice,judgment,,to receive,from God,"maybe not justice/judgement as in deliverance, but SoF that God alone judges (and implied is just)",,,,,,"need to determine if can validate interpretation, and that it is a relationship and not just SoF"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,1.0.0,,,,,,,,pro,30,5,5,,,,,,,,,trust,"trust, take refuge in, seek protection from (God)",,trust,faith,put their trust in him,,of God,,,,,,,protection,"protection, safety, defense",,shield,salvation,he is a shield unto them,,,,,,,,,,
F,,,,,,,,,pro,30,7-9,"8,9",,,,,,,,,truth,"truth, honesty, faithfulness, righteousness, integrity",,opposite of vanity,righteousness,remove far from me vanity,,,,"CK, CG",,,,,each of below,,,,,,,,,,,,negative (positive?),,,"explaining positive, by showing negative. "
F,,,,,,,,,pro,30,7-9,"8,9",,,,,,,,,honesty,"honesty, truth, integrity, faithfulness",,opposite of lies,righteousness,remove far from me | lies,,,,CG,,,,,each of below,,,,,,,,,,,,negative (positive?),,,"explaining positive, by showing negative. "
F,,,,,,,,,pro,30,7-9,"8,9",,,,,,,,,"provision (not poverty or riches, separate and interpret deeper?)",,,neither poverty nor riches,provision,give me neither poverty nor riches,,,,IM,,,,,each of below,,,,,,,,,,,,negative (positive?),,,"explaining positive, by showing negative. "
F,,,,,,,,,pro,30,7-9,"8,9",,,,,,,,,provision (same as last),"provision, food, ",,food ,provision,feed me with food convenient for me,,,,"CK,CG",,,,,each of below,,,,,,,,,,,,negative (positive?),,,"explaining positive, by showing negative. "
F,,,,,,,,,pro,30,7-9,"8,9",,,,,,,,,last 3 inputs for each,,,,,,,,,,,,,,complacent/ opposite of? ,,,,,,,,,,,,negative (positive?),,,"explaining positive, by showing negative. "
F,,,,,,,,,pro,30,7-9,"8,9",,,,,,,,,last 3 inputs for each,,,,,,,,,,,,,,deny God/opposite of ? ,,,,,,,,,,,,negative (positive?),,,"explaining positive, by showing negative. "
F,,,,,,,,,pro,30,7-9,"8,9",,,,,,,,,last 3 inputs for each,,,,,,,,,,,,,,forget God/opposite of? ,,,,,,,,,,,,negative (positive?),,,"explaining positive, by showing negative. "
F,,,,,,,,,pro,30,7-9,"8,9",,,,,,,,,last 3 inputs for each,,,,,,,,,,,,,,desire/opposite of? ,,,,,,,,,,,,negative (positive?),,,"explaining positive, by showing negative. "
F,,,,,,,,,pro,30,7-9,"8,9",,,,,,,,,last 3 inputs for each,,,,,,,,,,,,,,stealing/opposite of? ,,,,,,,,,,,,negative (positive?),,,"explaining positive, by showing negative. "
F,,,,,,,,,pro,30,7-9,"8,9",,,,,,,,,last 3 inputs for each,,,,,,,,,,,,,,profanity/opposite of? ,,,,,,,,,,,,negative (positive?),,,"explaining positive, by showing negative. "
IP,,,,,,,,,pro,30,24-28,"24,25",,,,,,,,,wisdom,,,wisdom,wisdom,exceeding wise,,,,"AR, changes if x/y flipped",,,,,provision,"provision, food",,food ,provision,they prepare their meat in the summer,,,,"AR, changes if x/y flipped",,causative or correlative,,,,"could be opposite relationship, or correlation without direction"
IP,,,,,,,,,pro,30,24-28,"24,26",,,,,,,,,wisdom,,,wisdom,wisdom,exceeding wise,,,,"AR, changes if x/y flipped",,,,,provision,"provision, shelter",,shelter ,provision,make they their houses in the rocks,,,,"AR, changes if x/y flipped",,causative or correlative,,,,"could be opposite relationship, or correlation without direction"
IP,,,,,,,,,pro,30,24-28,"24,27",,,,,,,,,wisdom,,,wisdom,wisdom,exceeding wise,,,,"AR, changes if x/y flipped",,,,,order,"order,?? ",,,?? ,go they forth all of them by bands,,,,"AR, changes if x/y flipped, IM",,causative or correlative,,,,"could be opposite relationship, or correlation without direction"
IP,,,,,,,,,pro,30,24-28,"24,28",,,,,,,,,wisdom,,,wisdom,wisdom,exceeding wise,,,,"AR, changes if x/y flipped",,,,,?? ,?? ,,?? ,?? ,is in kings' palaces,,,,"AR, changes if x/y flipped, IM",,causative or correlative,,,,"could be opposite relationship, or correlation without direction"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,,,,,,,,,pro,31,4-7,4-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,,,,,,,,,pro,31,4-7,7,,,,,,,,,drinking,,,,,,,,,,,,,,forget poverty & troubles,,,,,,,,,,,,,,,"definitely not ""good"" in terms of something to promote, but it's not necessarily a bad thing, although interpretation with wisdom says it's not good to forget"
IP,,,,,,,,,pro,31,8-9,8 & 9,,,,,,,,,,speak up,"compassion, empathy, etc (29:7,10)",,,,,,,,,,,,justice,,,,,,,,,,,,,,,"could purely just be separate commands, not implying a relationship"
IP,,,,,,,,,pro,31,10-29,10,,,,,,,,,excellence (wife),"virtue, excellence, nobility, worthiness (wife/woman)",,,,,,,,,,,,,,,"""value""",,,,,,,AR,,correlate? ,,,,not sure how to handle value statements yet
IP,,,,,,,,,pro,31,10-29,"10,11",,,,,,,,,,,,,,,,,,,,,,,,,trust/confidence? or ability to trust? ,,,,,,,IM,,correlate? ,,,,"if X specifically about finding/having a virtuous wife, then Y is all ways she ""brings value"" into a relationship; if X is general excellence/virtue, then Y is general;"
IP,,,,,,,,,pro,31,10-29,"10,11",,,,,,,,,,,,,,,,,,,,,,,,"""no lack of gain"", enrichment, gain",blessing/provision/value/fulfillment/etc? ,,,,,,,"IM, DK/CK, CG",,correlate? ,,,,"if X specifically about finding/having a virtuous wife, then Y is all ways she ""brings value"" into a relationship; if X is general excellence/virtue, then Y is general;"
